epoch,train_loss,val_loss,val_l1,val_l2,lr_model,lr_latent,elapsed_s
342,0.000746,0.000810,0.000690,0.000121,1.00e-04,1.00e-03,1288.8
343,0.000747,0.000828,0.000708,0.000121,1.00e-04,1.00e-03,1292.6
344,0.000744,0.000769,0.000649,0.000120,1.00e-04,1.00e-03,1296.4
345,0.000743,0.000826,0.000705,0.000121,1.00e-04,1.00e-03,1300.1
346,0.000745,0.000797,0.000676,0.000120,1.00e-04,1.00e-03,1303.9
347,0.000745,0.000800,0.000679,0.000120,1.00e-04,1.00e-03,1307.7
348,0.000738,0.000835,0.000714,0.000120,1.00e-04,1.00e-03,1311.4
349,0.000741,0.000831,0.000711,0.000120,1.00e-04,1.00e-03,1315.2
350,0.000741,0.000810,0.000689,0.000120,1.00e-04,1.00e-03,1319.0
351,0.000737,0.000783,0.000663,0.000120,1.00e-04,1.00e-03,1322.7
352,0.000738,0.000778,0.000658,0.000120,1.00e-04,1.00e-03,1326.5
353,0.000736,0.000812,0.000692,0.000120,1.00e-04,1.00e-03,1330.3
354,0.000733,0.000776,0.000656,0.000120,1.00e-04,1.00e-03,1334.0
355,0.000733,0.000798,0.000678,0.000120,1.00e-04,1.00e-03,1337.8
356,0.000734,0.000793,0.000673,0.000120,1.00e-04,1.00e-03,1341.5
357,0.000731,0.000756,0.000636,0.000120,1.00e-04,1.00e-03,1345.3
358,0.000730,0.000790,0.000670,0.000120,1.00e-04,1.00e-03,1349.1
359,0.000732,0.000781,0.000661,0.000120,1.00e-04,1.00e-03,1352.8
360,0.000733,0.000801,0.000681,0.000120,1.00e-04,1.00e-03,1356.6
361,0.000738,0.000786,0.000666,0.000120,1.00e-04,1.00e-03,1360.3
362,0.000729,0.000808,0.000689,0.000120,1.00e-04,1.00e-03,1364.1
363,0.000728,0.000783,0.000663,0.000120,1.00e-04,1.00e-03,1367.8
364,0.000728,0.000805,0.000685,0.000120,1.00e-04,1.00e-03,1371.6
365,0.000723,0.000784,0.000665,0.000120,1.00e-04,1.00e-03,1375.3
366,0.000724,0.000775,0.000655,0.000120,1.00e-04,1.00e-03,1379.1
367,0.000730,0.000761,0.000641,0.000120,1.00e-04,1.00e-03,1382.8
368,0.000726,0.000805,0.000686,0.000119,1.00e-04,1.00e-03,1386.6
369,0.000725,0.000776,0.000657,0.000119,1.00e-04,1.00e-03,1390.4
370,0.000721,0.000769,0.000649,0.000119,1.00e-04,1.00e-03,1394.2
371,0.000723,0.000787,0.000667,0.000119,1.00e-04,1.00e-03,1397.9
372,0.000725,0.000774,0.000655,0.000119,1.00e-04,1.00e-03,1401.7
373,0.000722,0.000803,0.000684,0.000119,1.00e-04,1.00e-03,1405.4
374,0.000718,0.000769,0.000650,0.000119,1.00e-04,1.00e-03,1409.2
375,0.000719,0.000770,0.000651,0.000119,1.00e-04,1.00e-03,1413.0
376,0.000721,0.000761,0.000642,0.000119,1.00e-04,1.00e-03,1416.7
377,0.000718,0.000762,0.000643,0.000119,1.00e-04,1.00e-03,1420.5
378,0.000721,0.000791,0.000672,0.000119,9.00e-05,9.00e-04,1424.3
379,0.000689,0.000737,0.000618,0.000119,9.00e-05,9.00e-04,1428.1
380,0.000681,0.000728,0.000609,0.000119,9.00e-05,9.00e-04,1431.9
381,0.000686,0.000751,0.000632,0.000119,9.00e-05,9.00e-04,1435.6
382,0.000681,0.000748,0.000630,0.000119,9.00e-05,9.00e-04,1439.4
383,0.000686,0.000719,0.000600,0.000118,9.00e-05,9.00e-04,1443.2
384,0.000681,0.000739,0.000621,0.000118,9.00e-05,9.00e-04,1447.0
385,0.000678,0.000746,0.000628,0.000118,9.00e-05,9.00e-04,1450.7
386,0.000681,0.000742,0.000624,0.000118,9.00e-05,9.00e-04,1454.5
387,0.000676,0.000794,0.000676,0.000118,9.00e-05,9.00e-04,1458.3
388,0.000682,0.000759,0.000641,0.000118,9.00e-05,9.00e-04,1462.0
389,0.000676,0.000717,0.000600,0.000118,9.00e-05,9.00e-04,1465.8
390,0.000679,0.000733,0.000616,0.000118,9.00e-05,9.00e-04,1469.5
391,0.000675,0.000748,0.000630,0.000118,9.00e-05,9.00e-04,1473.3
392,0.000676,0.000753,0.000636,0.000118,9.00e-05,9.00e-04,1477.1
393,0.000675,0.000739,0.000621,0.000118,9.00e-05,9.00e-04,1480.8
394,0.000674,0.000727,0.000609,0.000117,9.00e-05,9.00e-04,1484.6
395,0.000674,0.000732,0.000615,0.000117,9.00e-05,9.00e-04,1488.3
396,0.000673,0.000711,0.000594,0.000117,9.00e-05,9.00e-04,1492.1
397,0.000672,0.000732,0.000615,0.000117,9.00e-05,9.00e-04,1495.9
398,0.000673,0.000733,0.000616,0.000117,9.00e-05,9.00e-04,1499.6
399,0.000668,0.000712,0.000595,0.000117,9.00e-05,9.00e-04,1503.4
400,0.000672,0.000756,0.000639,0.000117,9.00e-05,9.00e-04,1507.2
401,0.000669,0.000716,0.000600,0.000117,9.00e-05,9.00e-04,1510.9
402,0.000671,0.000735,0.000618,0.000117,9.00e-05,9.00e-04,1514.7
403,0.000671,0.000743,0.000626,0.000117,9.00e-05,9.00e-04,1518.4
404,0.000669,0.000744,0.000627,0.000117,9.00e-05,9.00e-04,1522.2
405,0.000670,0.000721,0.000604,0.000117,9.00e-05,9.00e-04,1525.9
406,0.000670,0.000734,0.000618,0.000117,9.00e-05,9.00e-04,1529.7
407,0.000668,0.000737,0.000620,0.000116,9.00e-05,9.00e-04,1533.5
408,0.000667,0.000744,0.000627,0.000116,9.00e-05,9.00e-04,1537.2
409,0.000666,0.000745,0.000628,0.000116,9.00e-05,9.00e-04,1541.0
410,0.000665,0.000728,0.000612,0.000116,9.00e-05,9.00e-04,1544.7
411,0.000664,0.000726,0.000610,0.000116,9.00e-05,9.00e-04,1548.5
412,0.000665,0.000742,0.000626,0.000116,9.00e-05,9.00e-04,1552.3
413,0.000666,0.000706,0.000590,0.000116,9.00e-05,9.00e-04,1556.1
414,0.000663,0.000726,0.000610,0.000116,9.00e-05,9.00e-04,1559.8
415,0.000663,0.000723,0.000607,0.000116,9.00e-05,9.00e-04,1563.6
416,0.000661,0.000722,0.000606,0.000116,9.00e-05,9.00e-04,1567.3
417,0.000663,0.000743,0.000627,0.000116,9.00e-05,9.00e-04,1571.1
418,0.000661,0.000717,0.000601,0.000116,9.00e-05,9.00e-04,1574.9
419,0.000659,0.000719,0.000604,0.000116,9.00e-05,9.00e-04,1578.6
420,0.000661,0.000725,0.000610,0.000116,9.00e-05,9.00e-04,1582.4
421,0.000661,0.000721,0.000606,0.000116,9.00e-05,9.00e-04,1586.2
422,0.000660,0.000739,0.000624,0.000116,9.00e-05,9.00e-04,1590.0
423,0.000659,0.000721,0.000605,0.000115,9.00e-05,9.00e-04,1593.7
424,0.000657,0.000700,0.000585,0.000115,9.00e-05,9.00e-04,1597.5
425,0.000662,0.000720,0.000605,0.000115,9.00e-05,9.00e-04,1601.3
426,0.000659,0.000732,0.000617,0.000115,9.00e-05,9.00e-04,1605.1
427,0.000655,0.000723,0.000607,0.000115,9.00e-05,9.00e-04,1608.8
428,0.000658,0.000722,0.000607,0.000115,9.00e-05,9.00e-04,1612.6
429,0.000654,0.000707,0.000592,0.000115,9.00e-05,9.00e-04,1616.3
430,0.000652,0.000711,0.000596,0.000115,9.00e-05,9.00e-04,1620.1
431,0.000653,0.000724,0.000609,0.000115,9.00e-05,9.00e-04,1623.9
432,0.000656,0.000716,0.000601,0.000115,9.00e-05,9.00e-04,1627.6
433,0.000653,0.000737,0.000622,0.000115,9.00e-05,9.00e-04,1631.4
434,0.000654,0.000720,0.000605,0.000115,9.00e-05,9.00e-04,1635.2
435,0.000653,0.000726,0.000611,0.000115,9.00e-05,9.00e-04,1638.9
436,0.000653,0.000710,0.000595,0.000115,9.00e-05,9.00e-04,1642.7
437,0.000653,0.000707,0.000592,0.000115,9.00e-05,9.00e-04,1646.4
438,0.000649,0.000735,0.000621,0.000114,9.00e-05,9.00e-04,1650.2
439,0.000648,0.000712,0.000598,0.000114,9.00e-05,9.00e-04,1654.0
440,0.000652,0.000718,0.000604,0.000114,9.00e-05,9.00e-04,1657.7
441,0.000650,0.000722,0.000608,0.000114,9.00e-05,9.00e-04,1661.5
442,0.000648,0.000743,0.000629,0.000114,9.00e-05,9.00e-04,1665.3
443,0.000648,0.000717,0.000603,0.000114,9.00e-05,9.00e-04,1669.1
444,0.000649,0.000693,0.000579,0.000114,9.00e-05,9.00e-04,1672.8
445,0.000649,0.000703,0.000588,0.000114,9.00e-05,9.00e-04,1676.6
446,0.000649,0.000700,0.000586,0.000114,9.00e-05,9.00e-04,1680.4
447,0.000650,0.000707,0.000592,0.000114,9.00e-05,9.00e-04,1684.1
448,0.000647,0.000701,0.000587,0.000114,9.00e-05,9.00e-04,1687.9
449,0.000647,0.000709,0.000595,0.000114,9.00e-05,9.00e-04,1691.7
450,0.000645,0.000708,0.000594,0.000114,9.00e-05,9.00e-04,1695.4
451,0.000646,0.000692,0.000578,0.000114,9.00e-05,9.00e-04,1699.2
452,0.000645,0.000754,0.000640,0.000114,9.00e-05,9.00e-04,1702.9
453,0.000645,0.000707,0.000594,0.000114,9.00e-05,9.00e-04,1706.7
454,0.000648,0.000722,0.000608,0.000114,9.00e-05,9.00e-04,1710.5
455,0.000643,0.000723,0.000609,0.000114,9.00e-05,9.00e-04,1714.2
456,0.000643,0.000722,0.000609,0.000114,9.00e-05,9.00e-04,1718.0
457,0.000642,0.000701,0.000588,0.000114,9.00e-05,9.00e-04,1721.7
458,0.000642,0.000702,0.000588,0.000113,9.00e-05,9.00e-04,1725.5
459,0.000642,0.000724,0.000610,0.000113,9.00e-05,9.00e-04,1729.3
460,0.000646,0.000700,0.000587,0.000113,9.00e-05,9.00e-04,1733.0
461,0.000643,0.000692,0.000578,0.000113,9.00e-05,9.00e-04,1736.8
462,0.000637,0.000709,0.000596,0.000113,9.00e-05,9.00e-04,1740.6
463,0.000645,0.000704,0.000591,0.000113,9.00e-05,9.00e-04,1744.3
464,0.000637,0.000698,0.000584,0.000113,9.00e-05,9.00e-04,1748.1
465,0.000640,0.000699,0.000586,0.000113,9.00e-05,9.00e-04,1751.8
466,0.000643,0.000678,0.000565,0.000113,9.00e-05,9.00e-04,1755.6
467,0.000641,0.000702,0.000588,0.000113,9.00e-05,9.00e-04,1759.3
468,0.000636,0.000695,0.000582,0.000113,9.00e-05,9.00e-04,1763.1
469,0.000637,0.000702,0.000589,0.000113,9.00e-05,9.00e-04,1766.9
470,0.000636,0.000697,0.000584,0.000113,9.00e-05,9.00e-04,1770.6
471,0.000636,0.000707,0.000594,0.000113,9.00e-05,9.00e-04,1774.4
472,0.000641,0.000719,0.000606,0.000113,9.00e-05,9.00e-04,1778.2
473,0.000636,0.000694,0.000581,0.000113,9.00e-05,9.00e-04,1781.9
474,0.000639,0.000689,0.000576,0.000113,9.00e-05,9.00e-04,1785.7
475,0.000633,0.000708,0.000595,0.000113,9.00e-05,9.00e-04,1789.4
476,0.000635,0.000707,0.000594,0.000113,9.00e-05,9.00e-04,1793.2
477,0.000632,0.000697,0.000584,0.000113,9.00e-05,9.00e-04,1797.0
478,0.000639,0.000714,0.000601,0.000113,9.00e-05,9.00e-04,1800.7
479,0.000636,0.000685,0.000572,0.000113,9.00e-05,9.00e-04,1804.5
480,0.000632,0.000705,0.000593,0.000113,9.00e-05,9.00e-04,1808.3
481,0.000633,0.000709,0.000596,0.000113,9.00e-05,9.00e-04,1812.1
482,0.000636,0.000695,0.000583,0.000112,9.00e-05,9.00e-04,1815.9
483,0.000631,0.000701,0.000589,0.000112,9.00e-05,9.00e-04,1819.6
484,0.000632,0.000714,0.000601,0.000112,9.00e-05,9.00e-04,1823.4
485,0.000632,0.000726,0.000614,0.000112,9.00e-05,9.00e-04,1827.2
486,0.000633,0.000683,0.000571,0.000112,9.00e-05,9.00e-04,1831.0
487,0.000632,0.000682,0.000570,0.000112,8.10e-05,8.10e-04,1834.7
488,0.000605,0.000657,0.000545,0.000112,8.10e-05,8.10e-04,1838.5
489,0.000605,0.000674,0.000562,0.000112,8.10e-05,8.10e-04,1842.3
490,0.000604,0.000673,0.000561,0.000112,8.10e-05,8.10e-04,1846.0
491,0.000603,0.000684,0.000572,0.000112,8.10e-05,8.10e-04,1849.8
492,0.000603,0.000659,0.000547,0.000112,8.10e-05,8.10e-04,1853.5
493,0.000599,0.000681,0.000570,0.000112,8.10e-05,8.10e-04,1857.3
494,0.000598,0.000681,0.000569,0.000112,8.10e-05,8.10e-04,1861.1
495,0.000598,0.000671,0.000559,0.000112,8.10e-05,8.10e-04,1864.8
496,0.000598,0.000665,0.000554,0.000111,8.10e-05,8.10e-04,1868.5
497,0.000596,0.000651,0.000539,0.000111,8.10e-05,8.10e-04,1872.3
498,0.000597,0.000671,0.000560,0.000111,8.10e-05,8.10e-04,1876.1
499,0.000596,0.000676,0.000564,0.000111,8.10e-05,8.10e-04,1879.8
500,0.000595,0.000677,0.000566,0.000111,8.10e-05,8.10e-04,1883.6
501,0.000600,0.000651,0.000540,0.000111,8.10e-05,8.10e-04,1887.3
502,0.000597,0.000674,0.000563,0.000111,8.10e-05,8.10e-04,1891.1
503,0.000598,0.000665,0.000554,0.000111,8.10e-05,8.10e-04,1894.9
504,0.000597,0.000656,0.000545,0.000111,8.10e-05,8.10e-04,1898.6
505,0.000598,0.000661,0.000551,0.000111,8.10e-05,8.10e-04,1902.4
506,0.000596,0.000681,0.000571,0.000111,8.10e-05,8.10e-04,1906.1
507,0.000595,0.000667,0.000557,0.000111,8.10e-05,8.10e-04,1909.9
508,0.000594,0.000658,0.000547,0.000111,8.10e-05,8.10e-04,1913.6
509,0.000597,0.000661,0.000550,0.000111,8.10e-05,8.10e-04,1917.4
510,0.000593,0.000652,0.000542,0.000110,8.10e-05,8.10e-04,1921.2
511,0.000592,0.000676,0.000566,0.000110,8.10e-05,8.10e-04,1924.9
512,0.000593,0.000688,0.000578,0.000110,8.10e-05,8.10e-04,1928.7
513,0.000596,0.000650,0.000540,0.000110,8.10e-05,8.10e-04,1932.5
514,0.000595,0.000663,0.000553,0.000110,8.10e-05,8.10e-04,1936.3
515,0.000593,0.000666,0.000556,0.000110,8.10e-05,8.10e-04,1940.1
516,0.000592,0.000674,0.000564,0.000110,8.10e-05,8.10e-04,1943.8
517,0.000591,0.000654,0.000544,0.000110,8.10e-05,8.10e-04,1947.6
518,0.000595,0.000648,0.000538,0.000110,8.10e-05,8.10e-04,1951.3
519,0.000590,0.000647,0.000537,0.000110,8.10e-05,8.10e-04,1955.1
520,0.000590,0.000656,0.000546,0.000110,8.10e-05,8.10e-04,1958.9
521,0.000590,0.000653,0.000544,0.000110,8.10e-05,8.10e-04,1962.7
522,0.000592,0.000644,0.000534,0.000110,8.10e-05,8.10e-04,1966.4
523,0.000589,0.000665,0.000556,0.000110,8.10e-05,8.10e-04,1970.2
524,0.000590,0.000667,0.000557,0.000110,8.10e-05,8.10e-04,1973.9
525,0.000589,0.000674,0.000564,0.000109,8.10e-05,8.10e-04,1977.7
526,0.000588,0.000668,0.000559,0.000109,8.10e-05,8.10e-04,1981.5
527,0.000585,0.000645,0.000535,0.000109,8.10e-05,8.10e-04,1985.2
528,0.000586,0.000660,0.000551,0.000109,8.10e-05,8.10e-04,1989.0
529,0.000588,0.000681,0.000572,0.000109,8.10e-05,8.10e-04,1992.7
530,0.000590,0.000653,0.000544,0.000109,8.10e-05,8.10e-04,1996.5
531,0.000585,0.000684,0.000575,0.000109,8.10e-05,8.10e-04,2000.3
532,0.000586,0.000696,0.000586,0.000109,8.10e-05,8.10e-04,2004.1
533,0.000586,0.000637,0.000528,0.000109,8.10e-05,8.10e-04,2007.9
534,0.000589,0.000644,0.000535,0.000109,8.10e-05,8.10e-04,2011.6
535,0.000590,0.000642,0.000533,0.000109,8.10e-05,8.10e-04,2015.4
536,0.000583,0.000650,0.000541,0.000109,8.10e-05,8.10e-04,2019.2
537,0.000585,0.000662,0.000553,0.000109,8.10e-05,8.10e-04,2022.9
538,0.000590,0.000641,0.000533,0.000109,8.10e-05,8.10e-04,2026.7
539,0.000586,0.000658,0.000550,0.000109,8.10e-05,8.10e-04,2030.5
540,0.000582,0.000667,0.000558,0.000109,8.10e-05,8.10e-04,2034.2
541,0.000586,0.000669,0.000561,0.000109,8.10e-05,8.10e-04,2038.0
542,0.000584,0.000644,0.000535,0.000109,8.10e-05,8.10e-04,2041.8
543,0.000587,0.000641,0.000533,0.000108,8.10e-05,8.10e-04,2045.5
544,0.000580,0.000643,0.000534,0.000108,8.10e-05,8.10e-04,2049.3
545,0.000582,0.000658,0.000549,0.000108,8.10e-05,8.10e-04,2053.1
546,0.000581,0.000636,0.000528,0.000108,8.10e-05,8.10e-04,2056.9
547,0.000583,0.000669,0.000560,0.000108,8.10e-05,8.10e-04,2060.6
548,0.000580,0.000644,0.000536,0.000108,8.10e-05,8.10e-04,2064.4
549,0.000582,0.000669,0.000561,0.000108,8.10e-05,8.10e-04,2068.1
550,0.000579,0.000671,0.000563,0.000108,8.10e-05,8.10e-04,2071.9
551,0.000580,0.000640,0.000531,0.000108,8.10e-05,8.10e-04,2075.6
552,0.000578,0.000640,0.000532,0.000108,8.10e-05,8.10e-04,2079.4
553,0.000579,0.000659,0.000551,0.000108,8.10e-05,8.10e-04,2083.2
554,0.000580,0.000652,0.000544,0.000108,8.10e-05,8.10e-04,2086.9
555,0.000580,0.000672,0.000564,0.000108,8.10e-05,8.10e-04,2090.7
556,0.000579,0.000655,0.000547,0.000108,8.10e-05,8.10e-04,2094.5
557,0.000583,0.000640,0.000533,0.000108,8.10e-05,8.10e-04,2098.2
558,0.000578,0.000664,0.000556,0.000108,8.10e-05,8.10e-04,2102.0
559,0.000580,0.000655,0.000547,0.000108,8.10e-05,8.10e-04,2105.8
560,0.000578,0.000651,0.000544,0.000108,8.10e-05,8.10e-04,2109.6
561,0.000579,0.000643,0.000535,0.000108,8.10e-05,8.10e-04,2113.3
562,0.000578,0.000644,0.000537,0.000108,8.10e-05,8.10e-04,2117.1
563,0.000577,0.000652,0.000544,0.000108,8.10e-05,8.10e-04,2120.9
564,0.000577,0.000648,0.000541,0.000108,8.10e-05,8.10e-04,2124.6
565,0.000577,0.000655,0.000548,0.000108,8.10e-05,8.10e-04,2128.4
566,0.000576,0.000635,0.000528,0.000107,8.10e-05,8.10e-04,2132.2
567,0.000577,0.000648,0.000541,0.000107,8.10e-05,8.10e-04,2135.9
568,0.000576,0.000657,0.000550,0.000107,8.10e-05,8.10e-04,2139.7
569,0.000577,0.000674,0.000566,0.000107,8.10e-05,8.10e-04,2143.5
570,0.000576,0.000630,0.000523,0.000107,8.10e-05,8.10e-04,2147.2
571,0.000576,0.000646,0.000539,0.000107,8.10e-05,8.10e-04,2151.0
572,0.000576,0.000634,0.000526,0.000107,8.10e-05,8.10e-04,2154.8
573,0.000573,0.000666,0.000559,0.000107,8.10e-05,8.10e-04,2158.5
574,0.000576,0.000637,0.000530,0.000107,8.10e-05,8.10e-04,2162.3
575,0.000575,0.000655,0.000548,0.000107,8.10e-05,8.10e-04,2166.1
576,0.000577,0.000659,0.000552,0.000107,8.10e-05,8.10e-04,2169.9
577,0.000575,0.000645,0.000538,0.000107,8.10e-05,8.10e-04,2173.6
578,0.000570,0.000650,0.000543,0.000107,8.10e-05,8.10e-04,2177.4
579,0.000573,0.000647,0.000540,0.000107,8.10e-05,8.10e-04,2181.1
580,0.000576,0.000636,0.000529,0.000107,8.10e-05,8.10e-04,2184.9
581,0.000573,0.000662,0.000555,0.000107,8.10e-05,8.10e-04,2188.7
582,0.000574,0.000626,0.000519,0.000107,8.10e-05,8.10e-04,2192.4
583,0.000570,0.000631,0.000524,0.000107,8.10e-05,8.10e-04,2196.2
584,0.000572,0.000627,0.000520,0.000107,8.10e-05,8.10e-04,2200.0
585,0.000573,0.000660,0.000553,0.000107,8.10e-05,8.10e-04,2203.8
586,0.000572,0.000666,0.000560,0.000107,8.10e-05,8.10e-04,2207.6
587,0.000571,0.000651,0.000544,0.000107,8.10e-05,8.10e-04,2211.4
588,0.000570,0.000671,0.000564,0.000107,8.10e-05,8.10e-04,2215.2
589,0.000570,0.000663,0.000556,0.000107,8.10e-05,8.10e-04,2218.9
590,0.000571,0.000644,0.000537,0.000107,8.10e-05,8.10e-04,2222.7
591,0.000568,0.000631,0.000524,0.000107,8.10e-05,8.10e-04,2226.5
592,0.000572,0.000631,0.000524,0.000106,8.10e-05,8.10e-04,2230.2
593,0.000567,0.000658,0.000551,0.000106,8.10e-05,8.10e-04,2234.0
594,0.000568,0.000637,0.000530,0.000106,8.10e-05,8.10e-04,2237.8
595,0.000572,0.000641,0.000535,0.000106,8.10e-05,8.10e-04,2241.5
596,0.000568,0.000650,0.000544,0.000106,8.10e-05,8.10e-04,2245.3
597,0.000571,0.000674,0.000568,0.000106,8.10e-05,8.10e-04,2249.0
598,0.000571,0.000641,0.000535,0.000106,8.10e-05,8.10e-04,2252.8
599,0.000568,0.000625,0.000518,0.000106,8.10e-05,8.10e-04,2256.6
600,0.000568,0.000631,0.000525,0.000106,8.10e-05,8.10e-04,2260.3
601,0.000567,0.000632,0.000526,0.000106,8.10e-05,8.10e-04,2264.1
602,0.000566,0.000642,0.000536,0.000106,8.10e-05,8.10e-04,2267.9
603,0.000567,0.000642,0.000536,0.000106,8.10e-05,8.10e-04,2271.6
604,0.000566,0.000624,0.000518,0.000106,8.10e-05,8.10e-04,2275.4
605,0.000568,0.000648,0.000542,0.000106,8.10e-05,8.10e-04,2279.1
606,0.000570,0.000664,0.000558,0.000106,8.10e-05,8.10e-04,2282.9
607,0.000564,0.000626,0.000520,0.000106,8.10e-05,8.10e-04,2286.7
608,0.000567,0.000642,0.000536,0.000106,8.10e-05,8.10e-04,2290.4
609,0.000565,0.000625,0.000519,0.000106,8.10e-05,8.10e-04,2294.2
610,0.000564,0.000624,0.000518,0.000106,8.10e-05,8.10e-04,2298.0
611,0.000567,0.000638,0.000533,0.000106,8.10e-05,8.10e-04,2301.8
612,0.000565,0.000631,0.000525,0.000106,8.10e-05,8.10e-04,2305.6
613,0.000564,0.000625,0.000519,0.000106,8.10e-05,8.10e-04,2309.3
614,0.000565,0.000625,0.000519,0.000106,8.10e-05,8.10e-04,2313.1
615,0.000564,0.000628,0.000523,0.000106,8.10e-05,8.10e-04,2316.8
616,0.000564,0.000643,0.000538,0.000106,8.10e-05,8.10e-04,2320.6
617,0.000562,0.000666,0.000560,0.000106,8.10e-05,8.10e-04,2324.4
618,0.000564,0.000646,0.000540,0.000106,8.10e-05,8.10e-04,2328.1
619,0.000566,0.000656,0.000551,0.000106,8.10e-05,8.10e-04,2331.9
620,0.000563,0.000637,0.000532,0.000106,8.10e-05,8.10e-04,2335.6
621,0.000563,0.000649,0.000543,0.000105,8.10e-05,8.10e-04,2339.4
622,0.000565,0.000621,0.000515,0.000105,8.10e-05,8.10e-04,2343.2
623,0.000562,0.000615,0.000510,0.000105,8.10e-05,8.10e-04,2346.9
624,0.000564,0.000642,0.000537,0.000105,8.10e-05,8.10e-04,2350.7
625,0.000562,0.000633,0.000528,0.000105,8.10e-05,8.10e-04,2354.5
626,0.000566,0.000621,0.000516,0.000105,8.10e-05,8.10e-04,2358.2
627,0.000563,0.000665,0.000560,0.000105,8.10e-05,8.10e-04,2362.0
628,0.000560,0.000634,0.000529,0.000105,8.10e-05,8.10e-04,2365.8
629,0.000561,0.000665,0.000559,0.000105,8.10e-05,8.10e-04,2369.5
630,0.000563,0.000625,0.000520,0.000105,8.10e-05,8.10e-04,2373.3
631,0.000561,0.000637,0.000532,0.000105,8.10e-05,8.10e-04,2377.1
632,0.000562,0.000617,0.000512,0.000105,8.10e-05,8.10e-04,2380.8
633,0.000561,0.000659,0.000554,0.000105,8.10e-05,8.10e-04,2384.6
634,0.000560,0.000627,0.000522,0.000105,8.10e-05,8.10e-04,2388.3
635,0.000562,0.000632,0.000527,0.000105,8.10e-05,8.10e-04,2392.1
636,0.000560,0.000628,0.000523,0.000105,8.10e-05,8.10e-04,2395.9
637,0.000561,0.000638,0.000533,0.000105,8.10e-05,8.10e-04,2399.6
638,0.000560,0.000630,0.000525,0.000105,8.10e-05,8.10e-04,2403.4
639,0.000558,0.000629,0.000524,0.000105,8.10e-05,8.10e-04,2407.1
640,0.000559,0.000626,0.000521,0.000105,8.10e-05,8.10e-04,2410.9
641,0.000557,0.000632,0.000527,0.000105,8.10e-05,8.10e-04,2414.7
642,0.000558,0.000641,0.000536,0.000105,8.10e-05,8.10e-04,2418.4
643,0.000558,0.000649,0.000544,0.000105,8.10e-05,8.10e-04,2422.2
644,0.000555,0.000616,0.000511,0.000105,7.29e-05,7.29e-04,2426.0
645,0.000536,0.000621,0.000517,0.000105,7.29e-05,7.29e-04,2429.7
646,0.000534,0.000615,0.000510,0.000105,7.29e-05,7.29e-04,2433.5
647,0.000533,0.000616,0.000512,0.000104,7.29e-05,7.29e-04,2437.3
648,0.000533,0.000609,0.000505,0.000104,7.29e-05,7.29e-04,2441.0
649,0.000533,0.000601,0.000497,0.000104,7.29e-05,7.29e-04,2444.8
650,0.000534,0.000602,0.000498,0.000104,7.29e-05,7.29e-04,2448.5
651,0.000533,0.000597,0.000493,0.000104,7.29e-05,7.29e-04,2452.3
652,0.000532,0.000599,0.000495,0.000104,7.29e-05,7.29e-04,2456.1
653,0.000533,0.000599,0.000495,0.000104,7.29e-05,7.29e-04,2459.9
654,0.000531,0.000611,0.000507,0.000104,7.29e-05,7.29e-04,2463.6
655,0.000532,0.000606,0.000502,0.000104,7.29e-05,7.29e-04,2467.4
656,0.000530,0.000600,0.000496,0.000104,7.29e-05,7.29e-04,2471.2
657,0.000530,0.000610,0.000506,0.000104,7.29e-05,7.29e-04,2475.0
658,0.000534,0.000605,0.000501,0.000104,7.29e-05,7.29e-04,2478.7
659,0.000531,0.000606,0.000502,0.000104,7.29e-05,7.29e-04,2482.5
660,0.000527,0.000595,0.000491,0.000104,7.29e-05,7.29e-04,2486.3
661,0.000530,0.000609,0.000505,0.000104,7.29e-05,7.29e-04,2490.1
662,0.000532,0.000608,0.000504,0.000104,7.29e-05,7.29e-04,2493.8
663,0.000530,0.000628,0.000524,0.000104,7.29e-05,7.29e-04,2497.6
664,0.000528,0.000601,0.000497,0.000104,7.29e-05,7.29e-04,2501.4
665,0.000531,0.000605,0.000501,0.000103,7.29e-05,7.29e-04,2505.1
666,0.000528,0.000606,0.000503,0.000103,7.29e-05,7.29e-04,2508.9
667,0.000527,0.000600,0.000497,0.000103,7.29e-05,7.29e-04,2512.7
668,0.000529,0.000606,0.000503,0.000103,7.29e-05,7.29e-04,2516.4
669,0.000528,0.000590,0.000487,0.000103,7.29e-05,7.29e-04,2520.2
670,0.000528,0.000604,0.000501,0.000103,7.29e-05,7.29e-04,2524.0
671,0.000530,0.000606,0.000503,0.000103,7.29e-05,7.29e-04,2527.7
672,0.000524,0.000603,0.000499,0.000103,7.29e-05,7.29e-04,2531.5
673,0.000527,0.000616,0.000513,0.000103,7.29e-05,7.29e-04,2535.2
674,0.000528,0.000620,0.000517,0.000103,7.29e-05,7.29e-04,2539.0
675,0.000525,0.000609,0.000506,0.000103,7.29e-05,7.29e-04,2542.8
676,0.000527,0.000592,0.000489,0.000103,7.29e-05,7.29e-04,2546.6
677,0.000525,0.000622,0.000520,0.000103,7.29e-05,7.29e-04,2550.3
678,0.000526,0.000628,0.000525,0.000103,7.29e-05,7.29e-04,2554.1
679,0.000525,0.000620,0.000517,0.000103,7.29e-05,7.29e-04,2557.9
680,0.000528,0.000601,0.000498,0.000103,7.29e-05,7.29e-04,2561.6
681,0.000526,0.000594,0.000491,0.000103,7.29e-05,7.29e-04,2565.4
