epoch,train_loss,val_loss,val_l1,val_l2,lr_model,lr_latent,elapsed_s
682,0.000526,0.000611,0.000508,0.000103,7.29e-05,7.29e-04,2569.1
683,0.000525,0.000599,0.000496,0.000103,7.29e-05,7.29e-04,2572.9
684,0.000525,0.000610,0.000508,0.000103,7.29e-05,7.29e-04,2576.6
685,0.000524,0.000579,0.000477,0.000102,7.29e-05,7.29e-04,2580.4
686,0.000523,0.000602,0.000500,0.000102,7.29e-05,7.29e-04,2584.2
687,0.000522,0.000591,0.000488,0.000102,7.29e-05,7.29e-04,2587.9
688,0.000524,0.000608,0.000506,0.000102,7.29e-05,7.29e-04,2591.7
689,0.000524,0.000606,0.000504,0.000102,7.29e-05,7.29e-04,2595.4
690,0.000525,0.000598,0.000495,0.000102,7.29e-05,7.29e-04,2599.2
691,0.000524,0.000611,0.000509,0.000102,7.29e-05,7.29e-04,2603.0
692,0.000525,0.000591,0.000489,0.000102,7.29e-05,7.29e-04,2606.8
693,0.000522,0.000605,0.000502,0.000102,7.29e-05,7.29e-04,2610.5
694,0.000524,0.000606,0.000504,0.000102,7.29e-05,7.29e-04,2614.3
695,0.000522,0.000589,0.000487,0.000102,7.29e-05,7.29e-04,2618.0
696,0.000524,0.000596,0.000494,0.000102,7.29e-05,7.29e-04,2621.8
697,0.000524,0.000622,0.000520,0.000102,7.29e-05,7.29e-04,2625.5
698,0.000523,0.000606,0.000504,0.000102,7.29e-05,7.29e-04,2629.3
699,0.000522,0.000613,0.000511,0.000102,7.29e-05,7.29e-04,2633.1
700,0.000523,0.000589,0.000487,0.000102,7.29e-05,7.29e-04,2636.8
701,0.000522,0.000603,0.000501,0.000102,7.29e-05,7.29e-04,2640.6
702,0.000523,0.000603,0.000501,0.000102,7.29e-05,7.29e-04,2644.3
703,0.000525,0.000591,0.000489,0.000102,7.29e-05,7.29e-04,2648.1
704,0.000520,0.000597,0.000495,0.000102,7.29e-05,7.29e-04,2651.8
705,0.000521,0.000587,0.000485,0.000102,7.29e-05,7.29e-04,2655.6
706,0.000521,0.000601,0.000500,0.000102,6.56e-05,6.56e-04,2659.4
707,0.000501,0.000584,0.000483,0.000101,6.56e-05,6.56e-04,2663.1
708,0.000501,0.000588,0.000486,0.000101,6.56e-05,6.56e-04,2666.9
709,0.000498,0.000580,0.000479,0.000101,6.56e-05,6.56e-04,2670.6
710,0.000500,0.000584,0.000483,0.000101,6.56e-05,6.56e-04,2674.4
711,0.000500,0.000605,0.000503,0.000101,6.56e-05,6.56e-04,2678.1
712,0.000501,0.000599,0.000497,0.000101,6.56e-05,6.56e-04,2681.9
713,0.000499,0.000572,0.000471,0.000101,6.56e-05,6.56e-04,2685.6
714,0.000499,0.000571,0.000470,0.000101,6.56e-05,6.56e-04,2689.4
715,0.000498,0.000573,0.000472,0.000101,6.56e-05,6.56e-04,2693.2
716,0.000501,0.000571,0.000470,0.000101,6.56e-05,6.56e-04,2697.0
717,0.000497,0.000579,0.000479,0.000101,6.56e-05,6.56e-04,2700.7
718,0.000497,0.000586,0.000485,0.000101,6.56e-05,6.56e-04,2704.5
719,0.000497,0.000573,0.000473,0.000101,6.56e-05,6.56e-04,2708.3
720,0.000498,0.000575,0.000474,0.000101,6.56e-05,6.56e-04,2712.0
721,0.000498,0.000578,0.000477,0.000101,6.56e-05,6.56e-04,2715.8
722,0.000496,0.000566,0.000465,0.000100,6.56e-05,6.56e-04,2719.5
723,0.000495,0.000573,0.000473,0.000100,6.56e-05,6.56e-04,2723.3
724,0.000497,0.000582,0.000481,0.000100,6.56e-05,6.56e-04,2727.1
725,0.000495,0.000569,0.000468,0.000100,6.56e-05,6.56e-04,2730.8
726,0.000497,0.000570,0.000470,0.000100,6.56e-05,6.56e-04,2734.6
727,0.000496,0.000577,0.000477,0.000100,6.56e-05,6.56e-04,2738.3
728,0.000495,0.000576,0.000476,0.000100,6.56e-05,6.56e-04,2742.1
729,0.000494,0.000583,0.000483,0.000100,6.56e-05,6.56e-04,2745.9
730,0.000497,0.000575,0.000475,0.000100,6.56e-05,6.56e-04,2749.6
731,0.000496,0.000565,0.000465,0.000100,6.56e-05,6.56e-04,2753.4
732,0.000496,0.000569,0.000469,0.000100,6.56e-05,6.56e-04,2757.2
733,0.000495,0.000584,0.000484,0.000100,6.56e-05,6.56e-04,2760.9
734,0.000495,0.000588,0.000488,0.000100,6.56e-05,6.56e-04,2764.7
735,0.000494,0.000568,0.000468,0.000100,6.56e-05,6.56e-04,2768.5
736,0.000493,0.000581,0.000481,0.000100,6.56e-05,6.56e-04,2772.2
737,0.000493,0.000564,0.000465,0.000100,6.56e-05,6.56e-04,2776.0
738,0.000493,0.000558,0.000458,0.000100,6.56e-05,6.56e-04,2779.8
739,0.000492,0.000567,0.000468,0.000100,6.56e-05,6.56e-04,2783.6
740,0.000492,0.000559,0.000459,0.000100,6.56e-05,6.56e-04,2787.3
741,0.000493,0.000598,0.000498,0.000099,6.56e-05,6.56e-04,2791.1
742,0.000493,0.000573,0.000473,0.000099,6.56e-05,6.56e-04,2794.8
743,0.000492,0.000560,0.000460,0.000099,6.56e-05,6.56e-04,2798.6
744,0.000492,0.000568,0.000468,0.000099,6.56e-05,6.56e-04,2802.3
745,0.000491,0.000565,0.000466,0.000099,6.56e-05,6.56e-04,2806.1
746,0.000492,0.000575,0.000476,0.000099,6.56e-05,6.56e-04,2809.9
747,0.000493,0.000585,0.000486,0.000099,6.56e-05,6.56e-04,2813.6
748,0.000493,0.000565,0.000465,0.000099,6.56e-05,6.56e-04,2817.4
749,0.000491,0.000564,0.000465,0.000099,6.56e-05,6.56e-04,2821.1
750,0.000491,0.000572,0.000473,0.000099,6.56e-05,6.56e-04,2824.9
751,0.000491,0.000562,0.000463,0.000099,6.56e-05,6.56e-04,2828.6
752,0.000492,0.000588,0.000489,0.000099,6.56e-05,6.56e-04,2832.4
753,0.000493,0.000574,0.000476,0.000099,6.56e-05,6.56e-04,2836.2
754,0.000491,0.000572,0.000473,0.000099,6.56e-05,6.56e-04,2839.9
755,0.000490,0.000562,0.000464,0.000099,6.56e-05,6.56e-04,2843.7
756,0.000491,0.000570,0.000472,0.000099,6.56e-05,6.56e-04,2847.4
757,0.000492,0.000570,0.000471,0.000099,6.56e-05,6.56e-04,2851.2
758,0.000489,0.000568,0.000469,0.000099,6.56e-05,6.56e-04,2855.0
759,0.000490,0.000568,0.000470,0.000099,5.90e-05,5.90e-04,2858.7
760,0.000472,0.000566,0.000468,0.000098,5.90e-05,5.90e-04,2862.5
761,0.000471,0.000565,0.000467,0.000098,5.90e-05,5.90e-04,2866.3
762,0.000471,0.000558,0.000460,0.000098,5.90e-05,5.90e-04,2870.0
763,0.000472,0.000552,0.000454,0.000098,5.90e-05,5.90e-04,2873.8
764,0.000470,0.000550,0.000452,0.000098,5.90e-05,5.90e-04,2877.6
765,0.000472,0.000547,0.000449,0.000098,5.90e-05,5.90e-04,2881.3
766,0.000471,0.000555,0.000457,0.000098,5.90e-05,5.90e-04,2885.1
767,0.000470,0.000546,0.000448,0.000098,5.90e-05,5.90e-04,2888.8
768,0.000469,0.000555,0.000457,0.000098,5.90e-05,5.90e-04,2892.6
769,0.000472,0.000572,0.000474,0.000098,5.90e-05,5.90e-04,2896.4
770,0.000471,0.000546,0.000448,0.000098,5.90e-05,5.90e-04,2900.1
771,0.000469,0.000545,0.000448,0.000098,5.90e-05,5.90e-04,2903.9
772,0.000467,0.000550,0.000453,0.000098,5.90e-05,5.90e-04,2907.6
773,0.000470,0.000545,0.000448,0.000098,5.90e-05,5.90e-04,2911.4
774,0.000469,0.000560,0.000462,0.000098,5.90e-05,5.90e-04,2915.2
775,0.000468,0.000554,0.000456,0.000098,5.90e-05,5.90e-04,2918.9
776,0.000468,0.000547,0.000450,0.000097,5.90e-05,5.90e-04,2922.7
777,0.000467,0.000565,0.000467,0.000097,5.90e-05,5.90e-04,2926.4
778,0.000468,0.000550,0.000453,0.000097,5.90e-05,5.90e-04,2930.2
779,0.000466,0.000552,0.000454,0.000097,5.90e-05,5.90e-04,2933.9
780,0.000467,0.000547,0.000449,0.000097,5.90e-05,5.90e-04,2937.7
781,0.000468,0.000548,0.000451,0.000097,5.90e-05,5.90e-04,2941.5
782,0.000467,0.000544,0.000447,0.000097,5.90e-05,5.90e-04,2945.3
783,0.000467,0.000569,0.000472,0.000097,5.90e-05,5.90e-04,2949.0
784,0.000468,0.000550,0.000453,0.000097,5.90e-05,5.90e-04,2952.8
785,0.000467,0.000544,0.000447,0.000097,5.90e-05,5.90e-04,2956.5
786,0.000468,0.000553,0.000456,0.000097,5.90e-05,5.90e-04,2960.3
787,0.000466,0.000544,0.000448,0.000097,5.90e-05,5.90e-04,2964.0
788,0.000466,0.000555,0.000458,0.000097,5.90e-05,5.90e-04,2967.8
789,0.000465,0.000561,0.000464,0.000097,5.90e-05,5.90e-04,2971.5
790,0.000467,0.000548,0.000451,0.000097,5.90e-05,5.90e-04,2975.3
791,0.000467,0.000549,0.000452,0.000097,5.90e-05,5.90e-04,2979.0
792,0.000463,0.000547,0.000450,0.000097,5.90e-05,5.90e-04,2982.8
793,0.000464,0.000554,0.000458,0.000097,5.90e-05,5.90e-04,2986.6
794,0.000466,0.000543,0.000447,0.000097,5.90e-05,5.90e-04,2990.3
795,0.000465,0.000562,0.000465,0.000096,5.90e-05,5.90e-04,2994.1
796,0.000464,0.000542,0.000445,0.000096,5.90e-05,5.90e-04,2997.9
797,0.000464,0.000572,0.000476,0.000096,5.90e-05,5.90e-04,3001.6
798,0.000464,0.000544,0.000448,0.000096,5.90e-05,5.90e-04,3005.4
799,0.000464,0.000551,0.000455,0.000096,5.90e-05,5.90e-04,3009.2
800,0.000463,0.000551,0.000454,0.000096,5.90e-05,5.90e-04,3012.9
801,0.000466,0.000541,0.000445,0.000096,5.90e-05,5.90e-04,3016.7
802,0.000463,0.000542,0.000446,0.000096,5.90e-05,5.90e-04,3020.5
803,0.000466,0.000551,0.000455,0.000096,5.90e-05,5.90e-04,3024.2
804,0.000463,0.000550,0.000454,0.000096,5.90e-05,5.90e-04,3028.0
805,0.000465,0.000539,0.000443,0.000096,5.90e-05,5.90e-04,3031.8
806,0.000464,0.000561,0.000465,0.000096,5.90e-05,5.90e-04,3035.6
807,0.000463,0.000541,0.000445,0.000096,5.90e-05,5.90e-04,3039.3
808,0.000463,0.000552,0.000456,0.000096,5.90e-05,5.90e-04,3043.1
809,0.000464,0.000549,0.000453,0.000096,5.90e-05,5.90e-04,3046.9
810,0.000461,0.000544,0.000449,0.000096,5.90e-05,5.90e-04,3050.6
811,0.000462,0.000534,0.000438,0.000096,5.90e-05,5.90e-04,3054.4
812,0.000460,0.000555,0.000460,0.000096,5.90e-05,5.90e-04,3058.1
813,0.000462,0.000555,0.000460,0.000096,5.90e-05,5.90e-04,3061.9
814,0.000464,0.000549,0.000453,0.000096,5.90e-05,5.90e-04,3065.7
815,0.000464,0.000543,0.000447,0.000096,5.90e-05,5.90e-04,3069.4
816,0.000460,0.000548,0.000453,0.000095,5.90e-05,5.90e-04,3073.2
817,0.000462,0.000551,0.000455,0.000095,5.90e-05,5.90e-04,3077.0
818,0.000465,0.000538,0.000443,0.000095,5.90e-05,5.90e-04,3080.7
819,0.000462,0.000550,0.000454,0.000095,5.90e-05,5.90e-04,3084.5
820,0.000465,0.000527,0.000431,0.000095,5.90e-05,5.90e-04,3088.2
821,0.000461,0.000544,0.000449,0.000095,5.90e-05,5.90e-04,3092.0
822,0.000462,0.000541,0.000446,0.000095,5.90e-05,5.90e-04,3095.8
823,0.000460,0.000541,0.000446,0.000095,5.90e-05,5.90e-04,3099.5
824,0.000461,0.000558,0.000463,0.000095,5.90e-05,5.90e-04,3103.3
825,0.000462,0.000552,0.000457,0.000095,5.90e-05,5.90e-04,3107.1
826,0.000461,0.000542,0.000447,0.000095,5.90e-05,5.90e-04,3110.8
827,0.000460,0.000563,0.000468,0.000095,5.90e-05,5.90e-04,3114.6
828,0.000461,0.000535,0.000440,0.000095,5.90e-05,5.90e-04,3118.3
829,0.000460,0.000546,0.000451,0.000095,5.90e-05,5.90e-04,3122.1
830,0.000460,0.000535,0.000440,0.000095,5.90e-05,5.90e-04,3125.8
831,0.000461,0.000545,0.000450,0.000095,5.90e-05,5.90e-04,3129.6
832,0.000461,0.000549,0.000455,0.000095,5.90e-05,5.90e-04,3133.4
833,0.000461,0.000544,0.000450,0.000095,5.90e-05,5.90e-04,3137.1
834,0.000461,0.000547,0.000452,0.000095,5.90e-05,5.90e-04,3140.9
835,0.000459,0.000551,0.000456,0.000095,5.90e-05,5.90e-04,3144.6
836,0.000461,0.000537,0.000442,0.000095,5.90e-05,5.90e-04,3148.4
837,0.000459,0.000554,0.000460,0.000095,5.90e-05,5.90e-04,3152.2
838,0.000461,0.000542,0.000447,0.000095,5.90e-05,5.90e-04,3155.9
839,0.000458,0.000541,0.000446,0.000095,5.90e-05,5.90e-04,3159.7
840,0.000460,0.000539,0.000445,0.000094,5.90e-05,5.90e-04,3163.4
841,0.000461,0.000540,0.000446,0.000094,5.31e-05,5.31e-04,3167.2
842,0.000442,0.000540,0.000445,0.000094,5.31e-05,5.31e-04,3171.0
843,0.000441,0.000527,0.000433,0.000094,5.31e-05,5.31e-04,3174.7
844,0.000442,0.000533,0.000438,0.000094,5.31e-05,5.31e-04,3178.5
845,0.000443,0.000533,0.000438,0.000094,5.31e-05,5.31e-04,3182.2
846,0.000442,0.000526,0.000432,0.000094,5.31e-05,5.31e-04,3186.0
847,0.000443,0.000541,0.000447,0.000094,5.31e-05,5.31e-04,3189.8
848,0.000441,0.000523,0.000429,0.000094,5.31e-05,5.31e-04,3193.5
849,0.000442,0.000522,0.000428,0.000094,5.31e-05,5.31e-04,3197.3
850,0.000440,0.000524,0.000430,0.000094,5.31e-05,5.31e-04,3201.0
851,0.000440,0.000525,0.000431,0.000094,5.31e-05,5.31e-04,3204.7
852,0.000442,0.000540,0.000447,0.000094,5.31e-05,5.31e-04,3208.5
853,0.000440,0.000522,0.000428,0.000094,5.31e-05,5.31e-04,3212.2
854,0.000439,0.000525,0.000431,0.000094,5.31e-05,5.31e-04,3216.0
855,0.000440,0.000528,0.000434,0.000094,5.31e-05,5.31e-04,3219.8
856,0.000438,0.000520,0.000426,0.000094,5.31e-05,5.31e-04,3223.5
857,0.000440,0.000529,0.000436,0.000094,5.31e-05,5.31e-04,3227.3
858,0.000441,0.000533,0.000439,0.000093,5.31e-05,5.31e-04,3231.0
859,0.000439,0.000519,0.000426,0.000093,5.31e-05,5.31e-04,3234.8
860,0.000439,0.000534,0.000441,0.000093,5.31e-05,5.31e-04,3238.5
861,0.000440,0.000523,0.000430,0.000093,5.31e-05,5.31e-04,3242.3
862,0.000438,0.000531,0.000437,0.000093,5.31e-05,5.31e-04,3246.1
863,0.000437,0.000526,0.000433,0.000093,5.31e-05,5.31e-04,3249.8
864,0.000439,0.000531,0.000438,0.000093,5.31e-05,5.31e-04,3253.6
865,0.000440,0.000534,0.000441,0.000093,5.31e-05,5.31e-04,3257.4
866,0.000437,0.000539,0.000446,0.000093,5.31e-05,5.31e-04,3261.1
867,0.000437,0.000524,0.000431,0.000093,5.31e-05,5.31e-04,3264.9
868,0.000438,0.000532,0.000439,0.000093,5.31e-05,5.31e-04,3268.6
869,0.000439,0.000526,0.000433,0.000093,5.31e-05,5.31e-04,3272.4
870,0.000438,0.000546,0.000453,0.000093,5.31e-05,5.31e-04,3276.1
871,0.000438,0.000521,0.000428,0.000093,5.31e-05,5.31e-04,3279.9
872,0.000436,0.000526,0.000433,0.000093,5.31e-05,5.31e-04,3283.6
873,0.000438,0.000541,0.000448,0.000093,5.31e-05,5.31e-04,3287.4
874,0.000437,0.000538,0.000446,0.000093,5.31e-05,5.31e-04,3291.2
875,0.000437,0.000521,0.000429,0.000093,5.31e-05,5.31e-04,3295.0
876,0.000437,0.000518,0.000425,0.000093,5.31e-05,5.31e-04,3298.7
877,0.000438,0.000526,0.000433,0.000093,5.31e-05,5.31e-04,3302.5
878,0.000436,0.000530,0.000437,0.000093,5.31e-05,5.31e-04,3306.3
879,0.000437,0.000526,0.000434,0.000092,5.31e-05,5.31e-04,3310.0
880,0.000437,0.000522,0.000430,0.000092,5.31e-05,5.31e-04,3313.8
881,0.000437,0.000531,0.000439,0.000092,5.31e-05,5.31e-04,3317.5
882,0.000437,0.000517,0.000425,0.000092,5.31e-05,5.31e-04,3321.3
883,0.000436,0.000527,0.000434,0.000092,5.31e-05,5.31e-04,3325.1
884,0.000436,0.000526,0.000434,0.000092,5.31e-05,5.31e-04,3328.9
885,0.000437,0.000524,0.000432,0.000092,5.31e-05,5.31e-04,3332.6
886,0.000435,0.000519,0.000427,0.000092,5.31e-05,5.31e-04,3336.4
887,0.000439,0.000524,0.000432,0.000092,5.31e-05,5.31e-04,3340.1
888,0.000436,0.000525,0.000432,0.000092,5.31e-05,5.31e-04,3343.9
889,0.000435,0.000519,0.000427,0.000092,5.31e-05,5.31e-04,3347.7
890,0.000437,0.000528,0.000436,0.000092,5.31e-05,5.31e-04,3351.4
891,0.000436,0.000520,0.000428,0.000092,5.31e-05,5.31e-04,3355.2
892,0.000435,0.000545,0.000453,0.000092,5.31e-05,5.31e-04,3359.0
893,0.000436,0.000530,0.000438,0.000092,5.31e-05,5.31e-04,3362.7
894,0.000435,0.000519,0.000427,0.000092,5.31e-05,5.31e-04,3366.5
895,0.000435,0.000528,0.000436,0.000092,5.31e-05,5.31e-04,3370.3
896,0.000434,0.000535,0.000444,0.000092,5.31e-05,5.31e-04,3374.0
897,0.000435,0.000523,0.000432,0.000092,5.31e-05,5.31e-04,3377.8
898,0.000435,0.000521,0.000429,0.000092,5.31e-05,5.31e-04,3381.5
899,0.000436,0.000522,0.000430,0.000092,5.31e-05,5.31e-04,3385.3
900,0.000435,0.000550,0.000458,0.000092,5.31e-05,5.31e-04,3389.0
901,0.000435,0.000529,0.000438,0.000092,5.31e-05,5.31e-04,3392.8
902,0.000434,0.000532,0.000440,0.000092,5.31e-05,5.31e-04,3396.6
903,0.000434,0.000520,0.000429,0.000092,4.78e-05,4.78e-04,3400.4
904,0.000420,0.000504,0.000413,0.000091,4.78e-05,4.78e-04,3404.1
905,0.000419,0.000511,0.000420,0.000091,4.78e-05,4.78e-04,3407.9
906,0.000421,0.000517,0.000426,0.000091,4.78e-05,4.78e-04,3411.6
907,0.000419,0.000510,0.000418,0.000091,4.78e-05,4.78e-04,3415.4
908,0.000418,0.000515,0.000423,0.000091,4.78e-05,4.78e-04,3419.2
909,0.000420,0.000513,0.000421,0.000091,4.78e-05,4.78e-04,3422.9
910,0.000418,0.000514,0.000423,0.000091,4.78e-05,4.78e-04,3426.7
911,0.000419,0.000509,0.000418,0.000091,4.78e-05,4.78e-04,3430.5
912,0.000418,0.000503,0.000412,0.000091,4.78e-05,4.78e-04,3434.3
913,0.000418,0.000513,0.000422,0.000091,4.78e-05,4.78e-04,3438.0
914,0.000418,0.000503,0.000412,0.000091,4.78e-05,4.78e-04,3441.8
915,0.000417,0.000504,0.000413,0.000091,4.78e-05,4.78e-04,3445.5
916,0.000417,0.000518,0.000427,0.000091,4.78e-05,4.78e-04,3449.3
917,0.000420,0.000510,0.000419,0.000091,4.78e-05,4.78e-04,3453.1
918,0.000416,0.000503,0.000412,0.000091,4.78e-05,4.78e-04,3456.8
919,0.000417,0.000517,0.000426,0.000091,4.78e-05,4.78e-04,3460.6
920,0.000418,0.000498,0.000408,0.000091,4.78e-05,4.78e-04,3464.4
921,0.000417,0.000513,0.000422,0.000091,4.78e-05,4.78e-04,3468.2
922,0.000416,0.000513,0.000423,0.000091,4.78e-05,4.78e-04,3471.9
923,0.000415,0.000511,0.000421,0.000090,4.78e-05,4.78e-04,3475.7
924,0.000416,0.000503,0.000413,0.000090,4.78e-05,4.78e-04,3479.5
925,0.000417,0.000504,0.000414,0.000090,4.78e-05,4.78e-04,3483.2
926,0.000416,0.000513,0.000423,0.000090,4.78e-05,4.78e-04,3487.0
927,0.000417,0.000506,0.000416,0.000090,4.78e-05,4.78e-04,3490.7
928,0.000416,0.000501,0.000411,0.000090,4.78e-05,4.78e-04,3494.5
929,0.000417,0.000505,0.000414,0.000090,4.78e-05,4.78e-04,3498.3
930,0.000415,0.000510,0.000420,0.000090,4.78e-05,4.78e-04,3502.0
931,0.000416,0.000515,0.000425,0.000090,4.78e-05,4.78e-04,3505.8
932,0.000416,0.000503,0.000413,0.000090,4.78e-05,4.78e-04,3509.5
933,0.000416,0.000501,0.000411,0.000090,4.78e-05,4.78e-04,3513.3
934,0.000417,0.000498,0.000409,0.000090,4.78e-05,4.78e-04,3517.0
935,0.000415,0.000504,0.000415,0.000090,4.78e-05,4.78e-04,3520.8
936,0.000415,0.000505,0.000416,0.000090,4.78e-05,4.78e-04,3524.6
937,0.000414,0.000503,0.000413,0.000090,4.78e-05,4.78e-04,3528.3
938,0.000416,0.000504,0.000414,0.000090,4.78e-05,4.78e-04,3532.1
939,0.000418,0.000509,0.000419,0.000090,4.78e-05,4.78e-04,3535.8
940,0.000415,0.000506,0.000417,0.000090,4.78e-05,4.78e-04,3539.6
941,0.000414,0.000498,0.000409,0.000090,4.78e-05,4.78e-04,3543.4
942,0.000413,0.000514,0.000424,0.000090,4.78e-05,4.78e-04,3547.1
943,0.000416,0.000502,0.000413,0.000090,4.78e-05,4.78e-04,3550.9
944,0.000414,0.000513,0.000424,0.000090,4.78e-05,4.78e-04,3554.7
945,0.000414,0.000506,0.000416,0.000090,4.78e-05,4.78e-04,3558.4
946,0.000415,0.000519,0.000430,0.000089,4.78e-05,4.78e-04,3562.2
947,0.000415,0.000508,0.000418,0.000089,4.78e-05,4.78e-04,3566.0
948,0.000414,0.000503,0.000413,0.000089,4.78e-05,4.78e-04,3569.7
949,0.000413,0.000511,0.000421,0.000089,4.78e-05,4.78e-04,3573.5
950,0.000414,0.000510,0.000420,0.000089,4.78e-05,4.78e-04,3577.3
951,0.000413,0.000512,0.000422,0.000089,4.78e-05,4.78e-04,3581.0
952,0.000413,0.000520,0.000431,0.000089,4.78e-05,4.78e-04,3584.8
953,0.000413,0.000508,0.000419,0.000089,4.78e-05,4.78e-04,3588.5
954,0.000414,0.000506,0.000416,0.000089,4.78e-05,4.78e-04,3592.3
955,0.000413,0.000506,0.000417,0.000089,4.78e-05,4.78e-04,3596.1
956,0.000414,0.000509,0.000420,0.000089,4.78e-05,4.78e-04,3599.8
957,0.000413,0.000497,0.000408,0.000089,4.78e-05,4.78e-04,3603.6
958,0.000412,0.000507,0.000418,0.000089,4.78e-05,4.78e-04,3607.4
959,0.000416,0.000515,0.000426,0.000089,4.78e-05,4.78e-04,3611.1
960,0.000413,0.000497,0.000408,0.000089,4.78e-05,4.78e-04,3614.9
961,0.000413,0.000509,0.000420,0.000089,4.78e-05,4.78e-04,3618.6
962,0.000412,0.000504,0.000415,0.000089,4.78e-05,4.78e-04,3622.4
963,0.000415,0.000502,0.000413,0.000089,4.78e-05,4.78e-04,3626.2
964,0.000412,0.000508,0.000419,0.000089,4.78e-05,4.78e-04,3629.9
965,0.000411,0.000508,0.000419,0.000089,4.78e-05,4.78e-04,3633.7
966,0.000411,0.000502,0.000413,0.000089,4.78e-05,4.78e-04,3637.5
967,0.000413,0.000507,0.000419,0.000089,4.78e-05,4.78e-04,3641.2
968,0.000411,0.000502,0.000414,0.000089,4.78e-05,4.78e-04,3645.0
969,0.000416,0.000509,0.000421,0.000089,4.78e-05,4.78e-04,3648.7
970,0.000412,0.000512,0.000424,0.000089,4.78e-05,4.78e-04,3652.5
971,0.000412,0.000507,0.000418,0.000088,4.78e-05,4.78e-04,3656.3
972,0.000412,0.000508,0.000420,0.000088,4.78e-05,4.78e-04,3660.0
973,0.000412,0.000508,0.000420,0.000088,4.78e-05,4.78e-04,3663.8
974,0.000411,0.000513,0.000425,0.000088,4.78e-05,4.78e-04,3667.5
975,0.000412,0.000503,0.000415,0.000088,4.78e-05,4.78e-04,3671.3
976,0.000412,0.000515,0.000427,0.000088,4.78e-05,4.78e-04,3675.0
977,0.000409,0.000506,0.000417,0.000088,4.78e-05,4.78e-04,3678.8
978,0.000412,0.000511,0.000422,0.000088,4.78e-05,4.78e-04,3682.5
979,0.000415,0.000502,0.000414,0.000088,4.78e-05,4.78e-04,3686.3
980,0.000410,0.000510,0.000422,0.000088,4.78e-05,4.78e-04,3690.1
981,0.000411,0.000499,0.000410,0.000088,4.30e-05,4.30e-04,3693.8
982,0.000398,0.000490,0.000402,0.000088,4.30e-05,4.30e-04,3697.5
983,0.000397,0.000494,0.000406,0.000088,4.30e-05,4.30e-04,3699.4
984,0.000398,0.000505,0.000417,0.000088,4.30e-05,4.30e-04,3701.2
985,0.000396,0.000489,0.000401,0.000088,4.30e-05,4.30e-04,3703.1
986,0.000397,0.000504,0.000416,0.000088,4.30e-05,4.30e-04,3704.9
987,0.000396,0.000495,0.000407,0.000088,4.30e-05,4.30e-04,3706.8
988,0.000399,0.000490,0.000403,0.000088,4.30e-05,4.30e-04,3708.6
989,0.000397,0.000493,0.000405,0.000088,4.30e-05,4.30e-04,3710.5
990,0.000397,0.000497,0.000409,0.000088,4.30e-05,4.30e-04,3712.3
991,0.000395,0.000488,0.000400,0.000088,4.30e-05,4.30e-04,3714.2
992,0.000396,0.000486,0.000398,0.000088,4.30e-05,4.30e-04,3716.0
993,0.000396,0.000491,0.000404,0.000088,4.30e-05,4.30e-04,3717.9
994,0.000397,0.000489,0.000401,0.000088,4.30e-05,4.30e-04,3719.7
995,0.000395,0.000494,0.000407,0.000087,4.30e-05,4.30e-04,3721.5
996,0.000395,0.000504,0.000416,0.000087,4.30e-05,4.30e-04,3723.4
997,0.000396,0.000490,0.000403,0.000087,4.30e-05,4.30e-04,3725.2
998,0.000397,0.000485,0.000398,0.000087,4.30e-05,4.30e-04,3727.1
999,0.000395,0.000506,0.000418,0.000087,4.30e-05,4.30e-04,3729.0
